# same-irrep resonance integrals <phi_left | F(k) | phi_right>
# of the converged crystal Fock operator; energies on the aligned scale
# mix = sin^2(theta) with tan(2 theta) = 2|H| / dE (two-level mixing fraction)
# columns: irrep  left_level  E_left(eV)  right_level  E_right(eV)  |H|(eV)  dE(eV)  mix(%)

# k point A (1/2,1/2,1/2)
R1     Ti 3p R1             -24.996  O 2p R1#1              5.247     1.201   30.243    0.16
R1     Ti 3d R1#1             9.781  O 3d R1#3             60.533     2.016   50.753    0.16
R4     Ba 5d R4              14.091  O 3d R4#3             74.762     2.383   60.671    0.15
R4     Ti 4d R4              28.202  O 3d R4#2             60.490     1.249   32.288    0.15
R1     Ti 3s R1             -50.285  O 3d R1#2             58.917     4.156  109.202    0.14
R1     Ti 4p R1#1            11.386  O 3d R1#3             60.533     1.858   49.147    0.14
R1     Ti 4p R1#2            29.693  O 2p R1#1              5.247     0.892   24.447    0.13
R3     Ti 3p R3             -24.984  O 2p R3#1              5.297     1.092   30.281    0.13
R3     Ti 4d R3              18.449  O 2p R3#2              6.251     0.439   12.198    0.13
R1     Ti 3d R1#2            10.036  O 2s R1#2             -8.561     0.669   18.597    0.13
R1     Ti 3d R1#1             9.781  O 3d R1#2             58.917     1.749   49.136    0.13
R1     Ti 4p R1#2            29.693  O 3p R1               84.184     1.888   54.491    0.12
R1     Ti 4s R1               7.032  O 3s R1#2            213.247     7.071  206.215    0.12
R2     Ba 5d R2              14.344  O 3d R2#1             58.366     1.478   44.022    0.11
R1     Ti 3d R1#2            10.036  O 3s R1#1            154.189     4.825  144.153    0.11
R4     Ti 4d R4              28.202  O 2p R4#1              6.177     0.729   22.025    0.11
R1     Ti 4s R1               7.032  O 3d R1#1             55.741     1.604   48.709    0.11
R3     Ti 3p R3             -24.984  O 3d R3#3             73.132     3.189   98.116    0.11
R1     Ti 4p R1#2            29.693  O 3d R1#5             90.622     1.937   60.928    0.10
R1     Ba 5d R1              18.696  O 2s R1#1             -8.666     0.860   27.362    0.10
R4     Ti 3p R4             -24.973  O 2p R4#2              6.519     0.987   31.492    0.10
R1     Ti 3p R1             -24.996  O 3d R1#1             55.741     2.470   80.737    0.09
R1     Ti 4d R1#1            22.929  O 3d R1#2             58.917     1.100   35.988    0.09
R2     Ba 6p R2              30.722  O 2p R2                6.449     0.738   24.273    0.09
R1     Ti 4d R1#1            22.929  O 3s R1#2            213.247     5.724  190.318    0.09
R2     Ba 5d R2              14.344  O 3p R2               54.358     1.188   40.014    0.09
R1     Ti 3p R1             -24.996  O 3p R1               84.184     3.226  109.180    0.09
R3     Ba 5d R3#1            12.223  O 2s R3               -8.627     0.612   20.850    0.09
R1     Ti 4d R1#1            22.929  O 3d R1#3             60.533     1.072   37.604    0.08
R1     Ti 3d R1#2            10.036  O 2s R1#1             -8.666     0.532   18.702    0.08
R1     Ti 3p R1             -24.996  O 3d R1#2             58.917     2.230   83.913    0.07
R1     Ti 3p R1             -24.996  O 3d R1#4             70.756     2.523   95.752    0.07
R3     Ba 5d R3#2            16.262  O 3d R3#1             60.057     1.144   43.795    0.07
R3     Ti 4p R3              11.137  O 3d R3#1             60.057     1.260   48.920    0.07
R1     Ti 3d R1#1             9.781  O 2s R1#1             -8.666     0.473   18.447    0.07
R1     Ti 3d R1#2            10.036  O 2p R1#2              6.268     0.095    3.768    0.06
R3     Ba 5s R3             -18.323  O 2s R3               -8.627     0.242    9.696    0.06
R3     Ba 7s R3              46.597  O 2p R3#2              6.251     0.967   40.345    0.06
R3     Ba 5d R3#1            12.223  O 3p R3#1             42.126     0.711   29.903    0.06
R3     Ba 5d R3#1            12.223  O 2p R3#3              7.287     0.115    4.936    0.05
R3     Ba 7s R3              46.597  O 3d R3#3             73.132     0.599   26.535    0.05
R1     Ti 3d R1#2            10.036  O 3d R1#1             55.741     1.031   45.705    0.05
R1     Ti 3d R1#1             9.781  O 2p R1#1              5.247     0.098    4.534    0.05
R3     Ba 5d R3#1            12.223  O 3p R3#2             53.572     0.891   41.349    0.05
R1     Ti 4s R1               7.032  O 3d R1#3             60.533     1.122   53.502    0.04
R1     Ti 3d R1#1             9.781  O 3s R1#1            154.189     3.022  144.408    0.04
R1     Ba 5d R1              18.696  O 2p R1#2              6.268     0.258   12.427    0.04
R1     Ti 3d R1#2            10.036  O 3s R1#2            213.247     4.137  203.210    0.04
R1     Ti 3d R1#1             9.781  O 3d R1#5             90.622     1.627   80.841    0.04
R3     Ti 3p R3             -24.984  O 3p R3#1             42.126     1.330   67.111    0.04
R1     Ti 4s R1               7.032  O 3s R1#1            154.189     2.887  147.157    0.04
R1     Ti 3d R1#1             9.781  O 3s R1#2            213.247     3.937  203.466    0.04
R3     Ba 5d R3#2            16.262  O 3d R3#2             60.898     0.859   44.637    0.04
R1     Ti 4p R1#2            29.693  O 3d R1#2             58.917     0.554   29.223    0.04
R3     Ti 3d R3               8.124  O 3p R3#2             53.572     0.847   45.448    0.03
R1     Ti 3d R1#1             9.781  O 2p R1#2              6.268     0.065    3.512    0.03
R3     Ba 5s R3             -18.323  O 2p R3#2              6.251     0.442   24.574    0.03
R1     Ti 4s R1               7.032  O 3d R1#5             90.622     1.484   83.590    0.03
R1     Ti 4p R1#1            11.386  O 3d R1#1             55.741     0.768   44.355    0.03
R1     Ti 4s R1               7.032  O 3d R1#4             70.756     1.092   63.724    0.03
R1     Ti 4d R1#1            22.929  O 3d R1#5             90.622     1.149   67.693    0.03
R3     Ti 3d R3               8.124  O 3d R3#1             60.057     0.877   51.933    0.03
R1     Ti 3d R1#2            10.036  O 3d R1#5             90.622     1.345   80.585    0.03
R3     Ti 4d R3              18.449  O 2p R3#3              7.287     0.183   11.162    0.03
R1     Ti 4d R1#1            22.929  O 2p R1#3              7.047     0.255   15.882    0.03
R4     Ti 3d R4               8.851  O 3d R4#2             60.490     0.823   51.640    0.03
R2     Ti 4d R2              27.253  O 3d R2#2             74.501     0.747   47.248    0.02
R1     Ba 5d R1              18.696  O 3d R1#2             58.917     0.587   40.221    0.02
R3     Ti 3d R3               8.124  O 3d R3#2             60.898     0.763   52.774    0.02
R2     Ba 5p R2              -3.293  O 2p R2                6.449     0.138    9.742    0.02
R1     Ti 4d R1#2            30.953  O 3s R1#2            213.247     2.561  182.294    0.02
R1     Ti 3s R1             -50.285  O 3p R1               84.184     1.867  134.469    0.02
R3     Ti 4d R3              18.449  O 3d R3#3             73.132     0.743   54.683    0.02
R2     Ti 4d R2              27.253  O 3d R2#3             77.506     0.681   50.254    0.02
R1     Ti 3d R1#2            10.036  O 3p R1               84.184     0.987   74.148    0.02
R2     Ti 3d R2               8.855  O 3p R2               54.358     0.605   45.503    0.02
R1     Ti 4p R1#2            29.693  O 2s R1#1             -8.666     0.508   38.359    0.02
R1     Ti 3s R1             -50.285  O 3s R1#1            154.189     2.664  204.474    0.02
R1     Ti 3p R1             -24.996  O 3d R1#5             90.622     1.494  115.618    0.02
R3     Ti 3p R3             -24.984  O 3p R3#2             53.572     1.009   78.556    0.02
R1     Ba 5p R1              -4.053  O 2p R1#1              5.247     0.118    9.299    0.02
R3     Ba 5d R3#2            16.262  O 3p R3#1             42.126     0.325   25.865    0.02
R3     Ti 3d R3               8.124  O 3d R3#3             73.132     0.810   65.008    0.02
R1     Ba 5d R1              18.696  O 2p R1#3              7.047     0.143   11.649    0.02
R4     Ti 3p R4             -24.973  O 3d R4#2             60.490     1.031   85.463    0.01
R1     Ti 4p R1#1            11.386  O 3d R1#5             90.622     0.922   79.235    0.01
R3     Ba 5s R3             -18.323  O 3d R3#2             60.898     0.900   79.221    0.01
R1     Ba 5d R1              18.696  O 3s R1#2            213.247     2.173  194.551    0.01
R4     Ti 3d R4               8.851  O 3d R4#1             58.246     0.545   49.396    0.01
R4     Ti 4p R4              18.434  O 3d R4#1             58.246     0.439   39.812    0.01
R2     Ba 6p R2              30.722  O 3d R2#1             58.366     0.296   27.644    0.01
R3     Ti 4d R3              18.449  O 3d R3#1             60.057     0.425   41.608    0.01
R1     Ti 4p R1#1            11.386  O 3s R1#2            213.247     2.038  201.860    0.01
R1     Ti 3s R1             -50.285  O 2p R1#2              6.268     0.567   56.553    0.01
R3     Ti 3p R3             -24.984  O 3d R3#1             60.057     0.846   85.041    0.01
R3     Ba 5d R3#2            16.262  O 2p R3#2              6.251     0.095   10.010    0.01
R4     Ti 4d R4              28.202  O 3d R4#3             74.762     0.430   46.560    0.01
R1     Ti 4d R1#2            30.953  O 2p R1#1              5.247     0.237   25.706    0.01
R1     Ba 5d R1              18.696  O 3d R1#5             90.622     0.653   71.926    0.01
R1     Ti 3d R1#2            10.036  O 3d R1#2             58.917     0.440   48.880    0.01
R1     Ti 4d R1#2            30.953  O 2p R1#2              6.268     0.221   24.684    0.01
R3     Ba 5p R3              -3.912  O 3p R3#1             42.126     0.409   46.038    0.01
R1     Ba 5p R1              -4.053  O 2p R1#3              7.047     0.097   11.099    0.01
R1     Ti 3s R1             -50.285  O 2s R1#2             -8.561     0.359   41.724    0.01
R1     Ti 4d R1#2            30.953  O 3s R1#1            154.189     1.057  123.236    0.01
R1     Ti 4d R1#2            30.953  O 2s R1#1             -8.666     0.339   39.619    0.01
R3     Ba 5p R3              -3.912  O 2p R3#3              7.287     0.096   11.199    0.01
R3     Ba 5d R3#2            16.262  O 2s R3               -8.627     0.209   24.888    0.01
R1     Ti 4p R1#2            29.693  O 2s R1#2             -8.561     0.318   38.254    0.01
R1     Ti 3d R1#2            10.036  O 2p R1#1              5.247     0.039    4.790    0.01
R1     Ti 4s R1               7.032  O 3p R1               84.184     0.628   77.152    0.01
R3     Ti 4p R3              11.137  O 3p R3#2             53.572     0.344   42.435    0.01
R3     Ti 4p R3              11.137  O 2p R3#3              7.287     0.031    3.850    0.01
R3     Ba 5p R3              -3.912  O 2p R3#1              5.297     0.070    9.209    0.01
R1     Ti 3d R1#2            10.036  O 3d R1#4             70.756     0.453   60.720    0.01
R3     Ba 5d R3#1            12.223  O 3s R3              136.802     0.927  124.579    0.01
R3     Ba 5s R3             -18.323  O 2p R3#3              7.287     0.190   25.610    0.01
R3     Ba 5d R3#1            12.223  O 3d R3#3             73.132     0.428   60.909    0.00
R1     Ti 4s R1               7.032  O 2p R1#2              6.268     0.005    0.763    0.00
R2     Ba 5p R2              -3.293  O 3d R2#3             77.506     0.509   80.799    0.00
R1     Ti 3d R1#1             9.781  O 3d R1#1             55.741     0.267   45.960    0.00
R1     Ti 4p R1#1            11.386  O 3s R1#1            154.189     0.794  142.803    0.00
R3     Ti 4d R3              18.449  O 3s R3              136.802     0.623  118.353    0.00
R1     Ba 5d R1              18.696  O 3p R1               84.184     0.344   65.488    0.00
R3     Ti 3d R3               8.124  O 3s R3              136.802     0.657  128.678    0.00
R3     Ba 5d R3#2            16.262  O 3d R3#3             73.132     0.285   56.870    0.00
R3     Ba 5s R3             -18.323  O 3p R3#2             53.572     0.352   71.895    0.00
R3     Ti 4p R3              11.137  O 3d R3#3             73.132     0.285   61.995    0.00
R1     Ti 4p R1#1            11.386  O 3d R1#4             70.756     0.268   59.370    0.00
R1     Ti 4d R1#2            30.953  O 2s R1#2             -8.561     0.178   39.514    0.00
R2     Ba 6p R2              30.722  O 3d R2#2             74.501     0.196   43.778    0.00
R3     Ba 7s R3              46.597  O 2p R3#1              5.297     0.172   41.300    0.00
R1     Ba 5p R1              -4.053  O 3d R1#3             60.533     0.268   64.586    0.00
R3     Ba 5s R3             -18.323  O 3p R3#1             42.126     0.248   60.449    0.00
R3     Ba 5p R3              -3.912  O 3s R3              136.802     0.571  140.714    0.00
R1     Ti 4s R1               7.032  O 3d R1#2             58.917     0.203   51.885    0.00
R1     Ti 3s R1             -50.285  O 3s R1#2            213.247     1.010  263.532    0.00
R1     Ti 3p R1             -24.996  O 3s R1#1            154.189     0.668  179.185    0.00
R1     Ba 5p R1              -4.053  O 3d R1#2             58.917     0.230   62.969    0.00
R3     Ba 5d R3#2            16.262  O 3s R3              136.802     0.418  120.540    0.00
R3     Ba 7s R3              46.597  O 2s R3               -8.627     0.189   55.223    0.00
R2     Ti 3d R2               8.855  O 3d R2#1             58.366     0.166   49.511    0.00
R1     Ti 4d R1#1            22.929  O 3p R1               84.184     0.204   61.255    0.00
R1     Ba 5d R1              18.696  O 3s R1#1            154.189     0.437  135.493    0.00
R3     Ba 5d R3#1            12.223  O 3d R3#2             60.898     0.152   48.675    0.00
R3     Ba 5p R3              -3.912  O 3d R3#1             60.057     0.188   63.969    0.00
R3     Ba 5p R3              -3.912  O 3d R3#2             60.898     0.182   64.810    0.00
R3     Ba 7s R3              46.597  O 2p R3#3              7.287     0.105   39.310    0.00
R3     Ba 5p R3              -3.912  O 3d R3#3             73.132     0.199   77.044    0.00
R3     Ti 4d R3              18.449  O 2s R3               -8.627     0.069   27.076    0.00
R1     Ba 5p R1              -4.053  O 3d R1#4             70.756     0.184   74.809    0.00
R4     Ti 3p R4             -24.973  O 3d R4#1             58.246     0.200   83.219    0.00
R3     Ti 3p R3             -24.984  O 2p R3#3              7.287     0.073   32.271    0.00
R1     Ti 4p R1#2            29.693  O 3s R1#1            154.189     0.254  124.496    0.00
R2     Ti 3d R2               8.855  O 3d R2#3             77.506     0.126   68.651    0.00
R1     Ba 5p R1              -4.053  O 3d R1#1             55.741     0.107   59.793    0.00
R2     Ba 5d R2              14.344  O 3d R2#3             77.506     0.102   63.162    0.00
R1     Ti 3p R1             -24.996  O 3d R1#3             60.533     0.120   85.530    0.00
R3     Ba 5s R3             -18.323  O 3d R3#1             60.057     0.109   78.380    0.00
R1     Ti 3p R1             -24.996  O 3s R1#2            213.247     0.331  238.243    0.00
R1     Ba 5p R1              -4.053  O 3p R1               84.184     0.123   88.237    0.00
R3     Ti 3p R3             -24.984  O 3d R3#2             60.898     0.115   85.883    0.00
R4     Ba 5d R4              14.091  O 3d R4#1             58.246     0.056   44.155    0.00
R1     Ti 4p R1#2            29.693  O 3s R1#2            213.247     0.224  183.553    0.00
R1     Ba 5d R1              18.696  O 2s R1#2             -8.561     0.033   27.257    0.00
R1     Ba 5p R1              -4.053  O 3s R1#2            213.247     0.247  217.299    0.00
R3     Ba 5s R3             -18.323  O 3d R3#3             73.132     0.088   91.455    0.00
R2     Ba 5p R2              -3.293  O 3d R2#1             58.366     0.059   61.659    0.00
R3     Ba 5p R3              -3.912  O 3p R3#2             53.572     0.047   57.484    0.00
R1     Ti 3s R1             -50.285  O 3d R1#5             90.622     0.079  140.906    0.00
R3     Ba 5d R3#1            12.223  O 3d R3#1             60.057     0.026   47.834    0.00
R1     Ba 5p R1              -4.053  O 3d R1#5             90.622     0.047   94.674    0.00
R2     Ba 5p R2              -3.293  O 3d R2#2             74.501     0.028   77.794    0.00
R3     Ba 5s R3             -18.323  O 3s R3              136.802     0.051  155.125    0.00
R2     Ba 5p R2              -3.293  O 3p R2               54.358     0.017   57.650    0.00
R1     Ti 3s R1             -50.285  O 2p R1#3              7.047     0.017   57.331    0.00
R1     Ba 5p R1              -4.053  O 3s R1#1            154.189     0.019  158.241    0.00
R4     Ba 5d R4              14.091  O 3d R4#2             60.490     0.002   46.399    0.00

# k point X (0,1/2,0)
X2     Ba 6p X2              45.617  O 3p X2               49.733    14.489    4.116   42.97
X3     Ti 4p X3               8.196  O 2p X3#1              5.900     2.002    2.296   25.13
X1     Ti 4s X1               8.235  O 2p X1#2              6.065     1.713    2.170   23.24
X1     Ba 5p X1              -4.165  O 2s X1#1             -8.919     2.882    4.754   18.19
X1     Ti 3d X1#1             8.698  O 2p X1#3              7.048     0.718    1.650   12.29
X3     Ba 5d X3#1            11.067  O 2p X3#3              6.580     1.540    4.487    8.77
X1     Ti 4s X1               8.235  O 2s X1#1             -8.919     5.547   17.154    8.02
X1     Ti 3d X1#1             8.698  O 2s X1#2             -8.309     5.072   17.007    7.06
X2     Ti 4d X2              20.942  O 2p X2                6.430     4.327   14.512    7.05
X3     Ti 4d X3              20.333  O 2p X3#2              6.362     3.968   13.972    6.52
X1     Ba 5d X1              11.539  O 2p X1#1              5.637     1.624    5.901    6.20
X3     Ti 4p X3               8.196  O 2s X3               -8.641     4.585   16.836    6.09
X4     Ba 5d X4              12.123  O 2p X4#1              5.747     1.708    6.376    5.93
X1     Ti 4s X1               8.235  O 2p X1#3              7.048     0.284    1.187    4.91
X3     Ti 3p X3             -24.986  O 2s X3               -8.641     3.828   16.345    4.72
X1     Ti 3d X1#1             8.698  O 2p X1#1              5.637     0.714    3.061    4.69
X2     Ti 4d X2              20.942  O 3p X2               49.733     6.715   28.791    4.69
X3     Ti 4d X3              20.333  O 3p X3               49.085     6.338   28.752    4.25
X3     Ti 4p X3               8.196  O 2p X3#2              6.362     0.324    1.834    2.86
X4     Ti 3p X4             -24.974  O 2p X4#1              5.747     5.374   30.721    2.81
X4     Ti 4p X4              21.701  O 2p X4#1              5.747     2.635   15.953    2.52
X1     Ti 3s X1             -50.285  O 3d X1#4             62.012    18.152  112.297    2.42
X1     Ti 3p X1             -24.991  O 2p X1#1              5.637     4.878   30.628    2.36
X1     Ti 3s X1             -50.285  O 2p X1#2              6.065     8.701   56.350    2.23
X1     Ti 4d X1#2            22.021  O 3d X1#5             68.057     6.890   46.036    2.10
X1     Ti 3s X1             -50.285  O 3d X1#2             58.013    15.674  108.298    1.97
X1     Ti 4d X1#2            22.021  O 3d X1#4             62.012     5.650   39.991    1.88
X1     Ti 4d X1#2            22.021  O 2p X1#2              6.065     2.216   15.956    1.82
X3     Ba 5s X3             -18.350  O 2p X3#1              5.900     3.361   24.250    1.82
X1     Ti 4p X1              21.409  O 3d X1#1             56.979     4.820   35.570    1.74
X2     Ba 6p X2              45.617  O 3d X2#1             63.771     2.458   18.154    1.74
X1     Ti 4d X1#1            17.640  O 2s X1#2             -8.309     3.502   25.949    1.73
X3     Ba 5s X3             -18.350  O 2s X3               -8.641     1.300    9.710    1.70
X1     Ti 3s X1             -50.285  O 2s X1#1             -8.919     5.436   41.366    1.64
X3     Ba 5d X3#2            16.888  O 2p X3#1              5.900     1.397   10.988    1.54
X2     Ba 5d X2              15.044  O 3d X2#1             63.771     5.865   48.727    1.39
X1     Ti 4p X1              21.409  O 2p X1#1              5.637     1.878   15.772    1.36
X4     Ti 4p X4              21.701  O 2p X4#2              7.005     1.738   14.696    1.34
X1     Ti 4p X1              21.409  O 2p X1#3              7.048     1.681   14.361    1.32
X1     Ba 5d X1              11.539  O 2p X1#3              7.048     0.520    4.491    1.29
X1     Ti 3d X1#1             8.698  O 2p X1#2              6.065     0.301    2.633    1.26
X1     Ti 3p X1             -24.991  O 2s X1#2             -8.309     1.892   16.682    1.24
X1     Ti 4d X1#2            22.021  O 3d X1#2             58.013     4.028   35.992    1.21
X4     Ba 5d X4              12.123  O 2p X4#2              7.005     0.570    5.118    1.20
X4     Ti 3d X4               9.516  O 2p X4#2              7.005     0.267    2.511    1.09
X1     Ti 4d X1#1            17.640  O 3d X1#2             58.013     4.110   40.373    1.01
X2     Ti 3d X2               9.369  O 2p X2                6.430     0.279    2.939    0.88
X1     Ti 4d X1#2            22.021  O 2p X1#1              5.637     1.552   16.384    0.87
X1     Ti 4d X1#1            17.640  O 3d X1#1             56.979     3.680   39.339    0.85
X1     Ti 3s X1             -50.285  O 2p X1#1              5.637     5.101   55.922    0.81
X3     Ti 3d X3               9.286  O 2p X3#2              6.362     0.266    2.924    0.81
X1     Ti 4p X1              21.409  O 3d X1#5             68.057     4.186   46.648    0.79
X1     Ti 3p X1             -24.991  O 2p X1#3              7.048     2.862   32.039    0.78
X1     Ti 4d X1#1            17.640  O 3s X1#1            158.558    12.352  140.918    0.75
X1     Ba 5d X1              11.539  O 2p X1#2              6.065     0.473    5.474    0.73
X3     Ba 5p X3              -3.454  O 2p X3#2              6.362     0.847    9.815    0.73
X1     Ti 3p X1             -24.991  O 3d X1#5             68.057     7.719   93.048    0.67
X4     Ti 3p X4             -24.974  O 2p X4#2              7.005     2.613   31.979    0.65
X3     Ti 4d X3              20.333  O 2p X3#3              6.580     1.106   13.753    0.63
X1     Ti 4p X1              21.409  O 2p X1#2              6.065     1.233   15.344    0.63
X1     Ti 3p X1             -24.991  O 2s X1#1             -8.919     1.256   16.072    0.60
X2     Ba 5p X2              -3.347  O 2p X2                6.430     0.752    9.777    0.58
X3     Ba 5d X3#1            11.067  O 2p X3#2              6.362     0.341    4.705    0.52
X1     Ti 4d X1#1            17.640  O 3d X1#3             60.474     2.984   42.834    0.48
X3     Ti 4d X3              20.333  O 3d X3#2             71.713     3.566   51.380    0.47
X1     Ti 3d X1#2            10.255  O 2p X1#1              5.637     0.317    4.618    0.46
X2     Ba 6p X2              45.617  O 2p X2                6.430     2.673   39.187    0.46
X4     Ti 4d X4              26.979  O 2p X4#2              7.005     1.331   19.974    0.44
X1     Ti 3d X1#2            10.255  O 3d X1#4             62.012     3.440   51.756    0.44
X1     Ti 3s X1             -50.285  O 3d X1#5             68.057     7.624  118.342    0.41
X1     Ba 5p X1              -4.165  O 2s X1#2             -8.309     0.266    4.144    0.41
X1     Ba 5d X1              11.539  O 2s X1#2             -8.309     1.251   19.848    0.39
X3     Ti 3p X3             -24.986  O 2p X3#1              5.900     1.917   30.886    0.38
X4     Ti 4d X4              26.979  O 3d X4#3             77.854     3.108   50.875    0.37
X1     Ti 3d X1#2            10.255  O 2p X1#3              7.048     0.195    3.207    0.37
X1     Ti 4p X1              21.409  O 3d X1#4             62.012     2.397   40.603    0.34
X1     Ti 4p X1              21.409  O 3p X1               93.169     4.054   71.760    0.32
X4     Ti 3d X4               9.516  O 3d X4#3             77.854     3.835   68.338    0.31
X1     Ti 4d X1#1            17.640  O 3d X1#5             68.057     2.730   50.417    0.29
X1     Ti 3d X1#2            10.255  O 2p X1#2              6.065     0.219    4.190    0.27
X1     Ti 3d X1#1             8.698  O 3d X1#3             60.474     2.694   51.776    0.27
X4     Ti 4d X4              26.979  O 3d X4#1             60.599     1.730   33.620    0.26
X1     Ti 3d X1#2            10.255  O 3d X1#2             58.013     2.377   47.758    0.25
X1     Ti 3d X1#1             8.698  O 3s X1#2            199.479     9.395  190.781    0.24
X1     Ti 3p X1             -24.991  O 2p X1#2              6.065     1.492   31.056    0.23
X3     Ti 3p X3             -24.986  O 3d X3#3             76.118     4.839  101.104    0.23
X1     Ti 4s X1               8.235  O 3d X1#1             56.979     2.306   48.744    0.22
X1     Ti 3d X1#2            10.255  O 2s X1#1             -8.919     0.887   19.174    0.21
X1     Ti 3d X1#2            10.255  O 3d X1#1             56.979     2.151   46.723    0.21
X3     Ba 5p X3              -3.454  O 2s X3               -8.641     0.239    5.187    0.21
X3     Ti 3d X3               9.286  O 3d X3#4             77.035     3.089   67.749    0.21
X1     Ti 3p X1             -24.991  O 3d X1#1             56.979     3.697   81.970    0.20
X1     Ti 4p X1              21.409  O 3d X1#2             58.013     1.636   36.604    0.20
X1     Ti 4d X1#2            22.021  O 3s X1#1            158.558     6.100  136.536    0.20
X3     Ti 3d X3               9.286  O 3d X3#2             71.713     2.740   62.427    0.19
X3     Ti 3p X3             -24.986  O 3s X3              143.583     7.383  168.569    0.19
X3     Ba 5d X3#1            11.067  O 3d X3#1             60.679     2.161   49.612    0.19
X4     Ti 4p X4              21.701  O 3d X4#1             60.599     1.674   38.898    0.18
X4     Ba 5d X4              12.123  O 3d X4#1             60.599     2.076   48.476    0.18
X2     Ba 5d X2              15.044  O 3p X2               49.733     1.482   34.689    0.18
X2     Ti 3d X2               9.369  O 3d X2#2             76.670     2.842   67.301    0.18
X1     Ti 4d X1#1            17.640  O 2p X1#1              5.637     0.494   12.003    0.17
X2     Ti 3d X2               9.369  O 3p X2               49.733     1.662   40.364    0.17
X1     Ti 4s X1               8.235  O 2s X1#2             -8.309     0.674   16.544    0.17
X3     Ti 3d X3               9.286  O 2p X3#3              6.580     0.109    2.706    0.16
X3     Ti 3d X3               9.286  O 3p X3               49.085     1.586   39.799    0.16
X1     Ti 3p X1             -24.991  O 3p X1               93.169     4.296  118.160    0.13
X1     Ti 3p X1             -24.991  O 3d X1#4             62.012     3.144   87.003    0.13
X1     Ti 3d X1#1             8.698  O 2s X1#1             -8.919     0.630   17.617    0.13
X1     Ti 3d X1#1             8.698  O 3d X1#5             68.057     2.110   59.359    0.13
X1     Ti 3d X1#2            10.255  O 3p X1               93.169     2.819   82.914    0.12
X1     Ba 5d X1              11.539  O 3d X1#2             58.013     1.562   46.474    0.11
X1     Ti 4p X1              21.409  O 2s X1#1             -8.919     0.950   30.328    0.10
X3     Ti 3d X3               9.286  O 2s X3               -8.641     0.557   17.927    0.10
X1     Ti 4d X1#1            17.640  O 3d X1#4             62.012     1.330   44.372    0.09
X1     Ti 4d X1#2            22.021  O 3d X1#1             56.979     1.045   34.957    0.09
X3     Ti 4p X3               8.196  O 3s X3              143.583     4.012  135.388    0.09
X1     Ti 4p X1              21.409  O 3s X1#1            158.558     4.036  137.149    0.09
X1     Ti 4d X1#2            22.021  O 3p X1               93.169     2.059   71.148    0.08
X3     Ba 5s X3             -18.350  O 2p X3#2              6.362     0.712   24.712    0.08
X1     Ti 3s X1             -50.285  O 2p X1#3              7.048     1.647   57.333    0.08
X3     Ti 3p X3             -24.986  O 3d X3#2             71.713     2.777   96.699    0.08
X3     Ba 5d X3#2            16.888  O 3d X3#3             76.118     1.633   59.231    0.08
X3     Ti 4d X3              20.333  O 2p X3#1              5.900     0.396   14.433    0.08
X3     Ti 3d X3               9.286  O 2p X3#1              5.900     0.092    3.386    0.07
X4     Ti 3p X4             -24.974  O 3d X4#3             77.854     2.755  102.828    0.07
X1     Ti 3d X1#2            10.255  O 3s X1#1            158.558     3.703  148.302    0.06
X1     Ti 3d X1#1             8.698  O 3d X1#2             58.013     1.191   49.315    0.06
X1     Ti 4d X1#1            17.640  O 3s X1#2            199.479     4.302  181.839    0.06
X2     Ba 5d X2              15.044  O 2p X2                6.430     0.203    8.614    0.06
X1     Ti 4s X1               8.235  O 3p X1               93.169     1.944   84.934    0.05
X2     Ba 6p X2              45.617  O 3d X2#2             76.670     0.703   31.053    0.05
X4     Ti 4p X4              21.701  O 3d X4#2             61.575     0.902   39.874    0.05
X3     Ti 4d X3              20.333  O 3d X3#3             76.118     1.218   55.785    0.05
X4     Ti 4d X4              26.979  O 3d X4#2             61.575     0.737   34.596    0.05
X1     Ti 4s X1               8.235  O 3s X1#1            158.558     3.141  150.323    0.04
X3     Ba 5s X3             -18.350  O 2p X3#3              6.580     0.516   24.930    0.04
X1     Ti 4s X1               8.235  O 2p X1#1              5.637     0.053    2.598    0.04
X1     Ba 5d X1              11.539  O 3d X1#3             60.474     1.003   48.935    0.04
X1     Ti 4p X1              21.409  O 2s X1#2             -8.309     0.601   29.718    0.04
X1     Ti 4d X1#2            22.021  O 2s X1#2             -8.309     0.599   30.330    0.04
X3     Ba 5d X3#2            16.888  O 2s X3               -8.641     0.486   25.528    0.04
X3     Ti 4p X3               8.196  O 3d X3#3             76.118     1.289   67.923    0.04
X4     Ti 3d X4               9.516  O 2p X4#1              5.747     0.071    3.769    0.04
X1     Ti 3p X1             -24.991  O 3d X1#3             60.474     1.545   85.465    0.03
X1     Ti 4s X1               8.235  O 3d X1#5             68.057     1.040   59.822    0.03
X1     Ba 5p X1              -4.165  O 2p X1#1              5.637     0.167    9.803    0.03
X3     Ba 5d X3#2            16.888  O 3d X3#4             77.035     0.982   60.148    0.03
X1     Ti 4d X1#2            22.021  O 2p X1#3              7.048     0.243   14.973    0.03
X3     Ba 5p X3              -3.454  O 2p X3#1              5.900     0.148    9.354    0.02
X1     Ti 3d X1#1             8.698  O 3s X1#1            158.558     2.303  149.860    0.02
X1     Ti 3s X1             -50.285  O 3p X1               93.169     2.184  143.454    0.02
X3     Ti 3p X3             -24.986  O 3d X3#4             77.035     1.507  102.021    0.02
